block,treat,time,pH,ave_BD ,ave_soil_dept,ave_soil_moist,ave_soil_temp,soil_gm2,soil_d15N,soil_precN,soil_precC,soil_15N_at_prec,soil_mass_sol_rec,soil_prec_sol_rec,soil_N_gm2,soil_C_gm2,FR_gm2,FR_d15N,FR_precN,FR_precC,FR_15N_at_prec,FR_mass_sol_rec,FR_prec_sol_rec,FR_N_gm2,FR_C_gm2,CR_gm2,CR_d15N,CR_precN,CR_precC,CR_15N_at_prec,CR_mass_sol_rec,CR_prec_sol_rec,CR_N_gm2,CR_C_gm2,lichen_gm2,lichen_d15N,lichen_precN,lichen_precC,lichen_15N_at_prec,lichen_mass_sol_rec,lichen_prec_sol_rec,lichen_N_gm2,lichen_C_gm2,crow_gm2,crow_d15N,crow_precN,crow_precC,crow_15N_at_prec,crow_mass_sol_rec,crow_prec_sol_rec,crow_N_gm2,crow_C_gm2,Kleaf_gm2,Kleaf_d15N,Kleaf_precN,Kleaf_precC,Kleaf_15N_at_prec,Kleaf_mass_sol_rec,Kleaf_prec_sol_rec,Kleaf_N_gm2,Kleaf_C_gm2,Kstem_gm2,Kstem_d15N,Kstem_precN,Kstem_precC,Kstem_15N_at_prec,Kstem_mass_sol_rec,Kstem_prec_sol_rec,Kstem_N_gm2,Kstem_C_gm2,lingon_gm2,lingon_d15N,lingon_precN,lingon_precC,lingon_15N_at_prec,lingon_mass_sol_rec,lingon_prec_sol_rec,lingon_N_gm2,lingon_C_gm2,moss_gm2,moss_d15N,moss_precN,moss_precC,moss_15N_at_prec,moss_mass_sol_rec,moss_prec_sol_rec,moss_N_gm2,moss_C_gm2,Oleaf_gm2,Oleaf_d15N,Oleaf_precN,Oleaf_precC,Oleaf_15N_at_prec,Oleaf_mass_sol_rec,Oleaf_prec_sol_rec,Oleaf_N_gm2,Oleaf_C_gm2,Ostem_gm2,Ostem_d15N,Ostem_precN,Ostem_precC,Ostem_15N_at_prec,Ostem_mass_sol_rec,Ostem_prec_sol_rec,Ostem_N_gm2,Ostem_C_gm2,tot_abvg_biomass_gm2,tot_forage_biomass_gm2,N_stock_forage_gm2,C_stock_forage_gm2,total_eco_N_rec,prec_eco_N_rec,forage_N_rec,forage_prec_N_rec
12,T,Year1,5.44,0.0984969,7.264375,15.4,9.2,916.2944,730.667989,0.7472384,30.9843911,0.6325477,0.2010945,2.2924501,68.4690365,2839.082479,776.9028803,3314.102059,0.8439382,50.7691732,1.5620266,0.4233939,4.8266348,6.5565805,394.4271689,1212.456362,1672.622078,0.5763811,51.2839574,0.9734742,0.2297682,2.6193275,6.9883699,621.7956046,36.8,5116.69,0.63,45.5,2.2003375,0.0229771,0.261936,0.23184,16.744,0,NA,NA,NA,NA,NA,NA,0,0,105.12,1056.079892,1.2183946,54.210545,0.7688742,0.0278058,0.3169829,1.2807764,56.9861249,194.4,750.6291172,0.6510241,57.3603821,0.6528724,0.0195839,0.2232543,1.2655909,111.5085828,13.12,1297.444401,0.811173,52.9298165,0.8379648,0.0108304,0.1234653,0.1064259,6.9443919,50.4,4804.044119,1.28,45.9,2.0902206,0.0606352,0.6912329,0.64512,23.1336,17.6,4884.162883,3.4641234,50.2143201,2.1184626,0.0576358,0.6570408,0.6096857,8.8377203,147.84,1122.734615,0.6131828,55.0742825,2.1184626,0.0856975,0.9769407,0.9065294,81.4218193,565.28,205.44,2.2641623,103.8081168,1.1394225,12.9892652,0.1222485,1.3936172
13,C,Year1,4.72,0.2046838,6.2465,22.85,7.6,2722.3341,118.3568785,0.9367832,33.4063741,0.4096688,0.0025851,10.3402257,255.0236744,9094.331034,602.073213,113.4759817,0.8261625,52.2743492,0.4078882,0.0005297,2.1189276,4.9741031,314.7298539,1029.656087,65.2161159,1.4502542,51.4806394,0.3902786,0.0009169,3.6674924,14.9326308,530.0735371,7.84,1341.99,0.42,45.5,0.8540722,0.0000411,0.164527,0.032928,3.5672,74.88,124.5787326,0.4679856,55.2548232,0.4119386,0.000041,0.1638026,0.3504276,41.3748116,34.56,128.9746459,1.4787979,54.1637963,0.4159454,0.000065,0.259873,0.5110725,18.719008,98.88,123.303951,0.5372605,55.9603741,0.413779,0.0000646,0.2583542,0.5312432,55.3336179,7.36,78.7004026,0.670596,54.8304954,0.3951996,0.0000146,0.0584361,0.0493559,4.0355245,38.4,468.0405716,0.91,47.3,0.5370746,0.0001529,0.6116126,0.34944,18.1632,26.72,320.183285,2.1747712,50.9378651,0.4832432,0.000174,0.6960259,0.5810989,13.6105975,168.32,106.7894184,0.7225418,55.6428476,0.4832432,0.0003642,1.4567133,1.2161824,93.6580411,456.96,163.04,1.293224,85.8597441,0.004949,19.7959902,0.0003146,1.2582513
13,T,Year1,5.51,0.0954612,5.69875,23.95,8.45,847.2685,1090.229206,0.8501826,19.9809857,0.7629622,0.3657109,4.1690562,72.0332884,1692.925879,688.291597,2073.459725,0.9932503,50.9542241,1.117843,0.2776875,3.1656008,6.8364583,350.713643,762.2248535,1891.144202,0.7468873,55.0558325,1.052231,0.2116478,2.4127571,5.6929606,419.6492388,107.84,4686.25,0.49,44.4,2.0486692,0.0480705,0.5479974,0.528416,47.88096,43.2,508.3657234,0.4414657,54.4498956,0.551746,0.0019073,0.0217427,0.1907132,23.5223549,27.84,1672.360356,1.5683023,54.3043612,1.0020979,0.0149708,0.1706655,0.4366154,15.1183342,120.32,1232.597106,0.535954,58.0086639,0.8357872,0.016348,0.1863649,0.6448599,69.7960244,7.52,585.0821098,0.7305327,54.2193423,0.5796454,0.0025277,0.028816,0.0549361,4.0772945,74.24,4999.041209,0.94,46.1,2.1589291,0.0678729,0.7737419,0.697856,34.22464,14.08,2907.110308,1.9744343,47.4779927,1.416753,0.0157556,0.1796114,0.2780004,6.6849014,108.64,1719.653764,0.7356665,51.3987723,1.416753,0.045296,0.5163679,0.7992281,55.8396263,503.68,260.64,1.9085366,124.8235836,1.067795,12.1727218,0.1353493,1.5429635
14,C,Year1,4.54,0.1243728,6.7445,18.05,8.05,1593.043,217.3722478,0.9460508,42.5074004,0.4457778,0.0048669,19.4675884,150.7099515,6771.611526,363.2519897,103.4915785,0.5203591,51.8304497,0.4042455,0.0001837,0.7348055,1.8902147,188.2751397,1698.068651,162.4628124,0.5779788,52.413332,0.4257566,0.0014942,5.97692,9.8144773,890.01436,43.04,1460.24,0.31,45.1,0.8968106,0.0001813,0.7250853,0.133424,19.41104,20.16,375.1348201,0.3516366,54.747235,0.5032566,0.0000249,0.0994398,0.0708899,11.0370426,41.92,200.0635006,1.3185638,54.9850227,0.4430963,0.0001087,0.4347647,0.5527419,23.0497215,122.08,284.7917362,0.5487078,56.0420173,0.475437,0.0001872,0.7488561,0.6698625,68.4160947,14.88,93.9167563,0.6285204,54.7917743,0.400752,0.000033,0.1320039,0.0935238,8.153016,99.84,1473.703466,0.58,45.8,0.9016735,0.0007943,3.1770332,0.579072,45.72672,130.56,184.1108627,2.2120742,49.4070837,0.4336509,0.0004981,1.9922953,2.8880841,64.5058885,24.32,171.3143425,0.6347965,54.034549,0.4336509,0.0000266,0.1064981,0.1543825,13.1412023,496.8,219.84,1.4296517,107.3775401,0.0083988,33.5952904,0.0011421,4.5683271
14,T,Year1,5.45,0.053298,4.9231429,22.05,8.2,723.0001,1116.66186,1.0836802,44.5298226,0.772536,0.6408821,7.3059706,78.3500877,3219.506485,646.8228979,2039.144456,0.6899416,51.9943815,1.1055002,0.1780097,2.0292875,4.4627005,336.3115654,1450.932856,1641.832483,0.4781152,55.7592945,0.9623673,0.2235189,2.5480856,6.9371312,809.0299236,174.56,5481.75,0.57,46.1,2.3286003,0.1054612,1.2022432,0.994992,80.47216,0,NA,NA,NA,NA,NA,NA,0,0,65.12,1192.776688,1.221417,53.4594612,0.8207002,0.0194948,0.222238,0.7953868,34.8128011,144.8,965.2820325,0.557024,66.5944166,0.73442,0.0160334,0.1827791,0.8065708,96.4287153,7.84,1164.086098,0.6607197,53.2045007,0.7897081,0.0047313,0.0539362,0.0518004,4.1712329,1.28,5085.399221,1.28,47.5,2.1893271,0.0016509,0.0188205,0.016384,0.608,14.56,3781.607999,2.7532044,49.0731704,1.7283729,0.0294586,0.3358243,0.4008666,7.1450536,41.92,897.7750177,0.6672029,54.1278907,1.7283729,0.0205538,0.2343103,0.2796915,22.6904118,450.08,248.8,1.8585632,120.064194,1.2397947,14.1334953,0.1313382,1.4972379
15,C,Year1,4.49,0.1201705,5.25825,14.1,8.35,1464.0488,129.3690564,0.9659965,43.4570245,0.4136861,0.0029245,11.6978886,141.4266003,6362.320366,527.9180021,226.6666387,0.5982421,52.8117756,0.4491659,0.0006702,2.6806712,3.1582275,278.8028705,981.9987313,241.6223089,0.5081339,52.9298904,0.4546173,0.0011286,4.5142198,4.9898687,519.7708525,26.88,1332.76,0.27,36.8,0.8507379,0.00009,0.3601553,0.072576,9.89184,258.08,133.8299684,0.4525449,55.8407015,0.4153133,0.0001466,0.5863171,1.1679278,144.1136823,29.92,9.3445795,1.5696857,54.6951882,0.3702219,0.0000047,0.0188656,0.46965,16.3648003,54.08,126.3554661,0.5194375,57.5233647,0.4149448,0.000035,0.1399754,0.2809118,31.1086356,12.48,83.8236948,0.6790844,53.9607157,0.3970691,0.0000267,0.1068321,0.0847497,6.7342973,107.52,1813.690247,0.45,46.5,1.0243304,0.0008159,3.2636149,0.48384,49.9968,6.08,128.5798242,2.6825722,44.6288197,0.4133982,0.0000197,0.0786791,0.1631004,2.7134322,35.2,150.6053378,0.7882725,53.8106431,0.4133982,0.0000335,0.1338515,0.2774719,18.9413464,530.24,434.88,2.2787435,227.1014199,0.0058953,23.5810704,0.0010839,4.3357849
15,T,Year1,5.41,0.0834315,11.7808571,20.85,9.25,1481.2367,842.9189401,0.7364707,37.8842725,0.6732984,0.5119116,5.8357244,109.0887495,5611.557519,641.5683869,1202.859475,0.8435408,52.3831727,0.8037434,0.1278103,1.457021,5.4118914,336.0738762,1177.64472,1016.541017,0.4741862,54.5921526,0.7362631,0.1115235,1.2713527,5.5842282,642.9016029,91.52,4207.03,0.55,46.3,1.8792586,0.0411474,0.4690745,0.50336,42.37376,520.64,758.6442105,0.3561384,55.5544985,0.6427071,0.0276431,0.3151272,1.8541989,289.2389412,41.28,206.3445466,1.2085664,55.3662361,0.4454945,0.0021312,0.0242955,0.4988962,22.8551823,206.4,536.767134,0.6061632,56.6924628,0.571492,0.013852,0.1579108,1.2511209,117.0132432,6.88,767.6972541,0.7812342,54.1301447,0.6459942,0.0032428,0.036967,0.0537489,3.724154,107.2,3678.692669,1.09,44.8,1.6918022,0.0847568,0.9662159,1.16848,48.0256,8.48,1832.6307,2.4651271,48.285016,1.0311546,0.0074985,0.0854818,0.2090428,4.0945694,84.8,837.3826676,0.7755848,54.5879661,1.0311546,0.023592,0.2689451,0.6576959,46.2905952,1067.2,767.52,4.078684,406.2176375,0.955109,10.888116,0.1589212,1.8116802
16,C,Year1,4.53,0.098896,7.7828571,26.05,9.8,1332.0432,201.4150766,0.7617607,45.0237418,0.4399603,0.0035217,14.0866035,101.4698194,5997.356982,325.1382835,128.6585889,0.5288461,50.4411065,0.4134269,0.0002075,0.8299778,1.7194811,164.0033479,1176.626128,213.5893421,0.3898418,54.4383677,0.4443987,0.0009174,3.6695047,4.5869808,640.5360585,379.2,1637.01,0.32,44.9,0.960626,0.0018469,7.3875599,1.21344,170.2608,0,NA,NA,NA,NA,NA,NA,0,0,23.36,35.6753023,0.9776513,54.4680932,0.3802893,0.0000082,0.0327224,0.2283794,12.7237466,49.6,221.3646434,0.4014591,60.9896571,0.4512289,0.0000433,0.1732435,0.1991237,30.2508699,14.08,59.3697535,0.6603626,53.1619389,0.3881449,0.0000208,0.0832126,0.0929791,7.485201,0,NA,NA,NA,NA,NA,NA,0,0,18.88,207.3216705,2.2760666,47.4021303,0.4421137,0.0000834,0.3336838,0.4297214,8.9495222,123.36,137.3321264,0.6291455,54.9511648,0.4421137,0.0001507,0.6026616,0.7761138,67.7877569,608.48,416.64,1.5347984,190.4697476,0.0067998,27.1991697,0.0018759,7.5034949
16,T,Year1,5.13,0.0944834,15.668,22.55,9.95,1873.1481,1202.443475,0.4131896,18.6495389,0.8035928,0.3925129,4.4745952,77.3965342,3493.334903,306.5871462,2722.246618,0.938262,50.5814657,1.3506251,0.1528236,1.7421691,2.8765907,155.0762721,1947.967377,2642.769486,0.4379728,51.3322498,1.322168,0.4405614,5.0223413,8.5315673,999.9354798,232.64,6555.34,0.44,45.5,2.7038637,0.1300814,1.4829112,1.023616,105.8512,209.92,3140.151615,0.6853198,54.1142425,1.4999883,0.0879667,1.0028092,1.4386234,113.5966179,4.64,3358.21166,1.5952192,53.5111183,1.6345218,0.005063,0.0577178,0.0740182,2.4829159,9.28,1876.146639,0.795741,57.1670941,1.0789773,0.0028427,0.0324066,0.0738448,5.3051063,14.4,2746.110367,0.7952007,51.9301321,1.3591664,0.0245263,0.2795969,0.1145089,7.477939,10.88,6152.304175,0.95,44.6,2.5633256,0.0125449,0.1430099,0.10336,4.85248,9.6,6193.926768,3.4696244,45.0681096,2.5778582,0.0397433,0.4530686,0.3330839,4.3265385,30.08,1551.940859,0.7091135,53.9746942,2.5778582,0.025451,0.2901375,0.2133014,16.235588,521.44,472.48,2.7541265,234.2611528,1.3141174,14.9807635,0.2601824,2.9660451
17,C,Year1,4.53,0.0905757,12.2457143,27.5,10.55,1568.6552,131.5677184,0.8135237,47.9993175,0.4144881,0.0025635,10.2541161,127.6138169,7529.438096,486.7206627,134.2825295,0.4926384,49.995303,0.4154784,0.000302,1.2078105,2.3977731,243.3374703,935.3599667,218.5825569,0.2674484,53.720306,0.446219,0.000512,2.0480365,2.5016049,502.4782364,309.28,1132.8,0.18,46,0.7783809,0.0005875,2.3498985,0.556704,142.2688,222.24,159.9969083,0.5155987,54.7326325,0.4248573,0.0001718,0.6872394,1.1458666,121.6378024,30.88,37.7329587,1.1951467,53.4331144,0.381076,0.000014,0.0558537,0.3690613,16.5001457,83.84,95.8154249,0.5136529,55.8778299,0.4032759,0.0000408,0.1631114,0.4306466,46.8479726,26.56,99.9572884,0.5765411,51.3369158,0.402956,0.0000575,0.2299604,0.1531293,13.6350848,0.32,756.7077045,0.95,46.1,0.6420039,0.0000021,0.0085863,0.00304,0.14752,23.68,242.7886149,1.4744169,50.2165171,0.4550424,0.0000793,0.3173463,0.3491419,11.8912712,53.12,96.4558097,0.4911523,54.0813763,0.4550424,0.0000593,0.2371405,0.2609001,28.7280271,749.92,589.28,2.2278012,294.189353,0.0043898,17.5590995,0.0008329,3.3315382
17,T,Year1,5.88,0.1193465,5.165,36.6,8.85,1198.1004,2006.49258,0.9308183,49.5606152,1.0937529,1.2164498,13.8673664,111.521376,5937.859441,482.8476194,2889.321459,0.806843,52.9954381,1.4103935,0.2197124,2.5046917,3.8958223,255.8872111,810.3151111,3445.2849,0.9462552,51.8357243,1.6087604,0.5153172,5.8745474,7.6676487,420.0327067,347.84,5714.73,0.5,45.8,2.4102821,0.1923815,2.1931233,1.7392,159.31072,307.2,1671.381542,0.4581414,56.302707,0.9730267,0.046061,0.5250889,1.4074103,172.9619158,39.2,1522.316146,1.502767,53.1145282,0.9454165,0.0183952,0.2097031,0.5890847,20.8208951,90.88,1365.145383,0.7645436,56.6961945,0.8859734,0.0194954,0.2222446,0.6948172,51.5255016,6.56,1771.938188,0.6134734,47.5323649,1.0092839,0.00558,0.0636113,0.0402439,3.1181231,17.92,5182.550987,1.21,47.8,2.223502,0.021851,0.2490981,0.216832,8.56576,6.24,4715.165637,3.5313847,50.2506595,2.0588716,0.0201228,0.2293974,0.2203584,3.1356412,69.6,1137.322804,0.7337134,54.0036679,2.0588716,0.0466332,0.5316118,0.5106645,37.5865529,885.44,718.72,3.9927708,364.777414,2.3219993,26.470484,0.2842686,3.2406246
18,C,Year1,4.91,0.0504249,7.182,18.25,9.1,611.701,113.8443496,0.8745788,41.6743138,0.4080226,0.0023684,9.4734878,53.4980747,2549.221941,380.4956665,119.5422297,0.5962668,53.1322249,0.4101013,0.0002545,1.0179098,2.2687692,202.1658133,996.6664508,283.1617274,0.5654081,54.7596039,0.4697554,0.001493,5.9718165,5.6352332,545.7706011,211.84,1242.38,0.25,44.9,0.8180461,0.0006128,2.4513011,0.5296,95.11616,351.2,253.4455179,0.4342262,54.1099683,0.4589265,0.0003617,1.4467725,1.5250023,190.0342088,7.52,49.8391273,1.1859171,54.7017316,0.385704,0.0000044,0.0177239,0.089181,4.1135702,65.12,103.9392639,0.5289381,57.861613,0.4063802,0.0000354,0.1414067,0.3444445,37.6794824,18.08,73.7148617,0.5842706,50.1592955,0.3933802,0.0000293,0.1171969,0.1056361,9.0688006,3.36,1018.320563,1,46.1,0.736908,0.0000319,0.1276002,0.0336,1.54896,12.32,198.5056409,2.7915014,51.8748027,0.4388995,0.0000639,0.2557305,0.343913,6.3909757,113.28,204.0648695,0.7092386,54.702458,0.4388995,0.0001494,0.5974198,0.8034255,61.9669444,782.72,592,2.2830194,299.8816996,0.0054046,21.6183657,0.0010401,4.1605946
18,T,Year1,5.88,0.1178071,5.671,28.8,9.4,1616.4787,1854.401986,0.8856999,42.1640722,1.0389976,0.9524244,10.8575113,143.1715107,6815.732503,522.0467645,2066.33071,0.7900487,54.5297613,1.115279,0.1667775,1.9012416,4.1244236,284.6708545,1366.733525,1725.409972,0.4538302,56.1175983,0.9925108,0.2100478,2.394517,6.2026489,766.9780287,212.96,4742.73,0.54,47,2.0685975,0.1058885,1.2071146,1.149984,100.0912,35.68,952.751769,0.6045568,53.6542155,0.713139,0.0040358,0.0460079,0.2157059,19.1438241,26.56,1350.282253,1.4675872,54.4115728,0.8803484,0.0108066,0.1231933,0.3897912,14.4517137,51.2,1451.348931,0.7592448,56.4390283,0.9185851,0.0115978,0.1322134,0.3887334,28.8967825,5.28,2352.470487,0.8002336,58.2555698,1.2180854,0.0077625,0.088492,0.0422523,3.0758941,0,NA,NA,NA,NA,NA,NA,0,0,10.08,4499.332311,2.7887804,51.3869429,1.9826599,0.0245146,0.2794633,0.2811091,5.1798038,49.76,1557.032872,0.8602765,53.4362719,1.9826599,0.0373309,0.4255674,0.4280736,26.5898889,391.52,280.48,1.7977334,136.7626319,1.5311864,17.4553217,0.1284934,1.4648078
19,C,Year1,4.94,0.1168123,8.201,21.5,8.95,1646.2528,186.7568719,0.4683564,24.6249038,0.4346158,0.0020802,8.3206267,77.1033011,4053.881731,508.1087425,166.9484069,0.6903634,53.4529522,0.4273925,0.0005487,2.1949813,3.5077969,271.5991234,1412.022655,310.89326,0.3999595,54.4975879,0.479859,0.0016422,6.5689131,5.6475183,769.5182872,295.84,1322.84,0.21,45.5,0.8471483,0.000765,3.0599219,0.621264,134.6072,160.8,112.3698706,0.5074341,53.8461464,0.4074847,0.000086,0.3441881,0.815954,86.5846034,75.2,82.6466048,1.015181,53.7684929,0.3982435,0.0000624,0.2497672,0.7634161,40.4339066,234.88,79.4149217,0.5337087,56.8533579,0.3970084,0.0000986,0.3943342,1.2535749,133.5371671,8.48,83.197068,0.6392619,58.312841,0.3968404,0.000017,0.0678256,0.0542094,4.9449289,4.8,1400.819502,0.69,45.2,0.8753396,0.0000432,0.1727435,0.03312,2.1696,4.96,135.1083616,2.1577138,48.8950539,0.4157796,0.0000136,0.0542378,0.1070226,2.4251947,35.04,104.6223315,0.6204499,55.9404054,0.4157796,0.0000275,0.1101786,0.2174057,19.601518,820,545.12,2.2879635,268.7402389,0.0053844,21.5377179,0.0009736,3.8944462
19,T,Year1,5.33,0.1034513,6.8462857,12.3,9.35,1503.2966,1205.817001,0.342692,11.2332635,0.8048138,0.2214401,2.5243879,51.5167655,1688.692664,570.9161833,2631.501201,0.8810705,51.3603158,1.318132,0.2584852,2.9466971,5.0301743,293.2243545,1979.925689,1553.034202,0.5176184,51.8075625,0.9303208,0.3121543,3.5585179,10.2484588,1025.75124,194.24,4811.79,0.52,45.6,2.0929524,0.0943303,1.0753531,1.010048,88.57344,0,NA,NA,NA,NA,NA,NA,0,0,82.24,2443.569491,1.5048909,53.7616431,1.2924126,0.0618036,0.7045531,1.2376222,44.2135752,177.28,1299.362238,0.7742807,56.503813,0.8610725,0.0367644,0.4191095,1.3726449,100.1699598,13.28,1421.124895,0.7254464,48.8980797,0.8826776,0.0107329,0.1223542,0.0963393,6.493665,0.48,5192.668768,0.74,45.3,2.2270597,0.0003577,0.0040777,0.003552,0.21744,26.72,4831.379241,1.9113284,43.9305848,2.0998581,0.0477664,0.5445303,0.5107069,11.7382523,96.96,1840.745442,0.6494042,53.3098418,2.0998581,0.0588923,0.6713639,0.6296623,51.6892226,591.2,290.24,2.3475615,139.4981202,1.1027273,12.5709448,0.1672246,1.9063382
20,C,Year1,4.73,0.191051,10.8331429,17.6,10.05,2432.8046,129.3150461,0.3066885,18.6420334,0.4136664,0.0009631,3.8525365,74.611331,4535.242467,349.7086728,210.7884714,0.5187214,52.7801026,0.4433776,0.000358,1.4321487,1.8140137,184.5765963,1319.19076,297.8598854,0.5692829,53.2247138,0.4751107,0.0020928,8.3711659,7.5099268,702.1355065,496.16,1472.71,0.25,45.7,0.9013161,0.0016994,6.7976087,1.2404,226.74512,153.12,135.3432476,0.4040348,54.1300291,0.4158653,0.0000785,0.314069,0.6186581,82.8839006,45.92,55.4563528,1.0678238,53.5900991,0.3878512,0.0000271,0.1082351,0.4903447,24.6085735,213.76,117.1318944,0.5945005,54.8691096,0.4114209,0.0001468,0.5873203,1.2708043,117.2882087,5.28,80.9609003,0.6223717,61.5512431,0.3960244,0.00001,0.0400174,0.0328612,3.2499056,25.12,332.9300616,1.02,49.2,0.4878863,0.0000798,0.3190999,0.256224,12.35904,8.8,117.5643713,2.676209,49.9985256,0.4093797,0.000026,0.1039144,0.2355064,4.3998703,103.52,160.6611727,0.6744842,52.3439759,0.4093797,0.000077,0.308084,0.6982261,54.1864838,1051.68,725.6,2.638488,349.8465398,0.0055585,22.2342,0.0018948,7.5790301
20,T,Year1,5.54,0.0436018,9.4654286,19.75,9.7,890.2078,1073.426731,0.6252529,35.8587097,0.7568755,0.4363136,4.9739168,55.6604994,3192.17029,589.3193061,1883.176792,0.5667896,52.2179577,1.0493617,0.1232391,1.4049092,3.3402004,307.7305059,1448.577362,1393.945959,0.4572356,54.2449306,0.8728554,0.1817519,2.0719478,6.6234114,785.7797841,296.64,5552.55,0.33,46.3,2.353438,0.1054512,1.2021302,0.978912,137.34432,149.92,3696.3089,0.5763686,54.595335,1.698064,0.0621078,0.7080209,0.8640918,81.8493263,0.8,2740.838988,1.6503841,53.5391615,1.4038628,0.0007389,0.0084236,0.0132031,0.4283133,6.88,1562.323461,0.4963621,57.7474222,0.9605362,0.0010957,0.0124914,0.0341497,3.9730226,10.08,3278.424384,0.9577834,61.6982763,1.5493087,0.0246376,0.2808648,0.0965446,6.2191862,0.64,6267.778573,1.59,49.2,2.6036331,0.0012305,0.0140274,0.010176,0.31488,31.04,2307.97838,1.3938363,50.2463349,1.202114,0.0195099,0.2224104,0.4326468,15.5964624,172.32,1031.909783,0.5644366,54.6535202,1.202114,0.0438604,0.5000027,0.9726371,94.178946,668.32,458.08,1.9629274,226.1560258,0.9999367,11.3991454,0.194166,2.213467
1,C,Year2,4.547,0.0756694,9.1071429,27.7,7,1236.624,136.8829887,0.9706128,34.5490488,0.4212988,0.0103129,41.2516962,120.0283174,4272.418445,333.8217946,534.3244042,0.402625,51.960261,0.5611881,0.0006707,2.6829968,1.3440501,173.4546757,1454.67618,233.5809277,0.2819868,52.854652,0.4516863,0.0008969,3.5877601,4.1019945,768.8640331,17.2266667,1665.38191,0.2802076,40.7987041,0.9708626,0.0000747,0.2989331,0.0482704,7.0282568,397.3333333,338.1862925,0.875,53.6665797,0.4898008,0.0010994,4.3977749,3.4765494,213.2352098,52.2666667,388.8303213,1.5229283,50.3580767,0.5082433,0.0002893,1.1572236,0.7959839,26.3204881,150.08,394.79499,0.7065315,53.8100561,0.5104149,0.0003913,1.5651811,1.0603624,80.7581322,51.0933333,698.5542327,0.646556,51.0434699,0.6208832,0.0008614,3.4454982,0.330347,26.0798102,205.0133333,1716.916072,0.8156579,44.9968708,0.9894482,0.0026689,10.6754996,1.6722075,92.2495848,11.52,201.244054,1.414612,50.9659741,0.4398979,0.0000307,0.1228445,0.1629633,5.8712802,31.4666667,310.596175,0.4744082,55.8461862,0.4398979,0.0000281,0.1125301,0.1492804,17.5729333,916,722.9333333,6.3233583,364.9133497,0.0173245,69.2979382,0.0049937,19.9749294
1,T,Year2,4.797,0.1730153,8.8395714,15.55,6.9,2941.0819,961.8025726,1.3360278,45.0035365,0.7141262,1.3462286,15.3468272,392.9367084,13235.90877,493.8993607,3808.006303,0.8150643,52.158723,1.7377491,0.2980497,3.3977271,4.0255973,257.6115996,926.6637407,1585.557952,0.4325221,55.6212162,0.9420607,0.1247971,1.4226703,4.0080251,515.4216428,4,4877.479923,0.3489015,41.2620444,2.1161075,0.0013272,0.0151297,0.0139561,1.6504818,253.8666667,2827.759401,0.7912,53.800456,1.3883791,0.1107315,1.2623245,2.0086726,136.5814243,63.1466667,3967.162948,1.5755155,52.610578,1.7942407,0.0766246,0.8735101,0.9948855,33.2218263,172.9066667,1259.599348,0.4963203,53.5538407,0.8242751,0.0212136,0.2418327,0.8581709,92.5981608,47.84,4583.814516,0.7663676,51.4688537,2.012505,0.1302008,1.4842722,0.3666303,24.6226996,137.92,7561.483521,1.33851,45.1894847,3.052945,0.2684892,3.0607415,1.846073,62.3253373,38.0266667,4784.774673,1.7890219,51.9718591,2.0834256,0.0630258,0.7184853,0.6803054,19.7631656,95.36,4152.683846,0.7936047,53.7352077,2.0834256,0.0701108,0.7992533,0.7567814,51.2418941,813.0666667,506.7733333,5.2302174,258.4017693,2.5107989,28.6227739,0.5873733,6.695978
2,C,Year2,4.587,0.1351905,8.6127143,9.4,7.65,1908.5219,160.9543509,1.1030291,39.3337369,0.4453751,0.0168211,67.2843653,210.5155219,7506.929698,583.1027016,302.7647623,0.5183304,51.6111823,0.4768977,0.0008559,3.4237685,3.0223986,300.9461986,724.6897517,615.6322517,0.3044114,54.7304905,0.5907512,0.0012681,5.0723873,2.2060383,396.6262555,29.5466667,1335.310893,0.263233,41.1945264,0.8516585,0.0000967,0.3867502,0.0777766,12.1716094,260.48,375.3760402,0.5947,54.4936495,0.5033444,0.0005436,2.1744878,1.5491808,141.9450581,12.64,757.3737699,1.2538745,51.596213,0.6422458,0.000112,0.4479362,0.1584897,6.5217613,8.2666667,505.6210629,0.3042415,53.7682362,0.5507475,0.0000119,0.0475154,0.0251506,4.4448409,6.08,293.3186785,0.5257397,51.5469097,0.4734562,0.0000351,0.1403258,0.031965,3.1340521,56.5866667,1270.858134,0.7245802,45.1232748,0.8283481,0.0004853,1.9411915,0.4100158,25.5337571,0,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,373.6,365.3333333,2.2274279,189.3062381,0.0202297,80.918728,0.0012727,5.0906915
